project,finding_id,forecaster_id,response
RPP,20,sk26t,0.7
RPP,20,f8hf1,0.74
RPP,20,7nfb4,0.9
RPP,20,u6szv,0.56
RPP,20,pv96u,0.93
RPP,20,vsbfd,0.55
RPP,20,hjnxe,0.3
RPP,20,bmfkj,0.51
RPP,20,6il19,0.7
RPP,20,kxzhv,0.2
RPP,20,z5oll,0.73
RPP,20,xpupr,0.8
RPP,20,37qus,0.71
RPP,20,lxg47,0.5
RPP,20,gaseo,0.59
RPP,20,5nbjz,0.5
RPP,20,2jerz,0.71
RPP,21,ttpqb,0.09
RPP,21,ae9m0,0.41
RPP,21,oay7y,0.7
RPP,21,yzxxj,0.2
RPP,21,d7rtl,0.05
RPP,21,nugpa,0.1
RPP,21,yu92f,0.6
RPP,21,wxm49,0.4
RPP,21,sxo86,0.3
RPP,21,pyn29,0.07
RPP,21,8c3m2,0.4
RPP,21,94ear,0.05
RPP,21,ycxp2,0.73
RPP,21,2kjhx,0.39
RPP,21,6j4s9,0.2
RPP,21,z7yin,0.15
RPP,21,r9cox,0.2
RPP,21,jot2g,0.05
RPP,21,w0ft5,0.3
RPP,21,2vvfk,0.63
RPP,21,s4enp,0
RPP,21,hkqex,0.2
RPP,21,0cdhl,0.77
RPP,21,tjfzu,0.15
RPP,21,jsjzs,0.3
RPP,21,6pwgu,0.25
RPP,21,015of,0.25
RPP,21,bf142,0.57
RPP,21,bu93w,0.02
RPP,21,stih2,0.3
RPP,21,sk26t,0.6
RPP,21,f8hf1,0.2
RPP,21,7nfb4,0.64
RPP,21,u6szv,0.17
RPP,21,pv96u,0.81
RPP,21,vsbfd,0.1
RPP,21,hjnxe,0.9
RPP,21,bmfkj,0.71
RPP,21,6il19,0.15
RPP,21,kxzhv,0.04
RPP,21,z5oll,0.55
RPP,21,xpupr,0.65
RPP,21,37qus,0.58
RPP,21,gaseo,0.08
RPP,21,5nbjz,0.2
RPP,21,2jerz,0.4
RPP,22,ttpqb,0.8
RPP,22,ae9m0,0.62
RPP,22,oay7y,0.81
RPP,22,yzxxj,0.82
RPP,22,d7rtl,0.2
RPP,22,nugpa,0.5
RPP,22,yu92f,0.6
RPP,22,wxm49,0.6
RPP,22,sxo86,0.28
RPP,22,pyn29,0.44
RPP,22,8c3m2,0.61
RPP,22,94ear,0.4
RPP,22,ycxp2,0.09
RPP,22,2kjhx,0.55
RPP,22,6j4s9,0.2
RPP,22,z7yin,0.23
RPP,22,r9cox,0.5
RPP,22,jot2g,0.7
RPP,22,2vvfk,0.58
RPP,22,s4enp,0.2
RPP,22,hkqex,0.3
RPP,22,0cdhl,0.71
RPP,22,tjfzu,0.51
RPP,22,jsjzs,0.7
RPP,22,6pwgu,0.31
RPP,22,015of,0.6
RPP,22,bf142,0.82
RPP,22,bu93w,0.7
RPP,22,stih2,0.83
RPP,22,sk26t,0.7
RPP,22,f8hf1,0.7
RPP,22,7nfb4,0.32
RPP,22,u6szv,0.13
RPP,22,pv96u,0.51
RPP,22,vsbfd,0.6
RPP,22,hjnxe,0.6
RPP,22,bmfkj,0.8
RPP,22,6il19,0.56
RPP,22,kxzhv,0.4
RPP,22,z5oll,0.49
RPP,22,xpupr,0.8
RPP,22,37qus,0.76
RPP,22,lxg47,0.8
RPP,22,gaseo,0.52
RPP,22,5nbjz,0.2
RPP,22,2jerz,0.71
RPP,23,v2fob,0.78
RPP,23,5raij,0.5
RPP,23,gdufu,0.4
RPP,23,w0ft5,0.77
RPP,23,zmtwc,0.76
RPP,23,ec9ms,0.4
RPP,23,x2u4i,0.81
RPP,23,b3frv,0.19
RPP,23,nugpa,0.6
RPP,23,inv0b,0.81
RPP,23,rjxn2,0.4
RPP,23,479fo,0.17
RPP,23,5wvol,0.29
RPP,23,prjb0,0.2
RPP,23,44yzg,0.5
RPP,23,5nbjz,0.2
RPP,23,8wtiw,0.9
RPP,23,2kjhx,0.5
RPP,23,4ell3,0.8
RPP,23,vsbfd,0.81
RPP,23,259lm,0.81
RPP,23,u0otb,0.77
RPP,23,5m00c,0.8
RPP,23,ll1ba,0.72
RPP,23,m23dw,0.8
RPP,23,bcyg1,0.8
RPP,23,dv2o5,0.82
RPP,23,rdjuu,0.35
RPP,23,v8y30,0.7
RPP,23,c0pk6,0.75
RPP,23,2kjr2,0.72
RPP,23,z7yin,0.04
RPP,23,dm1n8,0.9
RPP,23,5me2m,0.7
RPP,23,85spv,0.81
RPP,23,aw74h,1
RPP,23,6kfjw,0.81
RPP,23,ycxp2,0.98
RPP,23,mduhh,0.1
RPP,23,jsjzs,0.9
RPP,23,pv96u,0.73
RPP,23,h24q5,0.89
RPP,23,yu92f,0.6
RPP,23,te3uf,0.75
RPP,23,8c3m2,0.7
RPP,24,v2fob,0.6
RPP,24,5raij,0.6
RPP,24,gdufu,0.71
RPP,24,w0ft5,0.39
RPP,24,zmtwc,0.5
RPP,24,ec9ms,0.4
RPP,24,x2u4i,0.76
RPP,24,b3frv,0.06
RPP,24,nugpa,0.6
RPP,24,inv0b,0.76
RPP,24,rjxn2,0.39
RPP,24,479fo,0.2
RPP,24,5wvol,1
RPP,24,prjb0,0.4
RPP,24,44yzg,0.5
RPP,24,5nbjz,0.2
RPP,24,8wtiw,0.15
RPP,24,2kjhx,0.61
RPP,24,4ell3,0.5
RPP,24,vsbfd,0.5
RPP,24,259lm,0.85
RPP,24,u0otb,0.59
RPP,24,5m00c,0.7
RPP,24,ll1ba,0.7
RPP,24,m23dw,0.65
RPP,24,bcyg1,0.8
RPP,24,dv2o5,0.7
RPP,24,rdjuu,0.7
RPP,24,v8y30,0.41
RPP,24,c0pk6,0.24
RPP,24,2kjr2,0.72
RPP,24,z7yin,0.31
RPP,24,dm1n8,0.5
RPP,24,5me2m,0.5
RPP,24,85spv,0.7
RPP,24,aw74h,0.5
RPP,24,6kfjw,0.81
RPP,24,ycxp2,0.89
RPP,24,mduhh,0.2
RPP,24,jsjzs,0.8
RPP,24,pv96u,0.6
RPP,24,h24q5,0.52
RPP,24,yu92f,0.61
RPP,24,te3uf,0.75
RPP,24,8c3m2,0.81
RPP,25,v2fob,0.62
RPP,25,5raij,0.05
RPP,25,gdufu,0.31
RPP,25,w0ft5,0.16
RPP,25,zmtwc,0.2
RPP,25,ec9ms,0.05
RPP,25,x2u4i,0.45
RPP,25,b3frv,0
RPP,25,nugpa,0.4
RPP,25,inv0b,0.6
RPP,25,rjxn2,0.1
RPP,25,479fo,0.14
RPP,25,5wvol,0.09
RPP,25,prjb0,0.6
RPP,25,44yzg,0.5
RPP,25,5nbjz,0.05
RPP,25,8wtiw,0.3
RPP,25,2kjhx,0.5
RPP,25,4ell3,0.55
RPP,25,vsbfd,0.6
RPP,25,259lm,0.08
RPP,25,u0otb,0.45
RPP,25,5m00c,0.65
RPP,25,ll1ba,0.17
RPP,25,m23dw,0.3
RPP,25,bcyg1,0.8
RPP,25,dv2o5,0.28
RPP,25,rdjuu,0.2
RPP,25,v8y30,0.29
RPP,25,c0pk6,0.7
RPP,25,2kjr2,0.2
RPP,25,z7yin,0.07
RPP,25,dm1n8,0.1
RPP,25,5me2m,0.6
RPP,25,85spv,0.94
RPP,25,aw74h,0.51
RPP,25,6kfjw,0.61
RPP,25,ycxp2,0.57
RPP,25,mduhh,0.1
RPP,25,jsjzs,0.3
RPP,25,pv96u,0.73
RPP,25,h24q5,0.12
RPP,25,yu92f,0.4
RPP,25,te3uf,0.75
RPP,25,8c3m2,0.81
RPP,26,v2fob,0.19
RPP,26,5raij,0.8
RPP,26,gdufu,0.83
RPP,26,w0ft5,0.91
RPP,26,zmtwc,0.5
RPP,26,ec9ms,0.8
RPP,26,x2u4i,0.8
RPP,26,b3frv,0.63
RPP,26,nugpa,0.5
RPP,26,inv0b,0.76
RPP,26,rjxn2,0.2
RPP,26,479fo,0.44
RPP,26,5wvol,0.91
RPP,26,prjb0,0.9
RPP,26,44yzg,0.75
RPP,26,5nbjz,0.5
RPP,26,8wtiw,0.75
RPP,26,2kjhx,0.61
RPP,26,4ell3,0.7
RPP,26,vsbfd,0.71
RPP,26,259lm,0.65
RPP,26,u0otb,0.75
RPP,26,5m00c,0.85
RPP,26,ll1ba,0.8
RPP,26,m23dw,0.9
RPP,26,bcyg1,0.8
RPP,26,dv2o5,0.92
RPP,26,rdjuu,0.8
RPP,26,v8y30,0.61
RPP,26,c0pk6,0.7
RPP,26,2kjr2,0.68
RPP,26,z7yin,0.29
RPP,26,dm1n8,0.9
RPP,26,5me2m,0.7
RPP,26,85spv,0.94
RPP,26,aw74h,0.82
RPP,26,6kfjw,0.91
RPP,26,ycxp2,0.87
RPP,26,mduhh,0.9
RPP,26,jsjzs,0.9
RPP,26,pv96u,0.82
RPP,26,h24q5,0.73
RPP,26,yu92f,0.71
RPP,26,te3uf,0.75
RPP,26,8c3m2,0.99
RPP,27,v2fob,0.13
RPP,27,5raij,0.11
RPP,27,gdufu,0.3
RPP,27,w0ft5,0.67
RPP,27,zmtwc,0.5
RPP,27,ec9ms,0.55
RPP,27,x2u4i,0.65
RPP,27,b3frv,0.16
RPP,27,nugpa,0.3
RPP,27,inv0b,0.67
RPP,27,rjxn2,0.15
RPP,27,479fo,0.2
RPP,27,5wvol,0.65
RPP,27,prjb0,0.75
RPP,27,44yzg,0.55
RPP,27,5nbjz,0.2
RPP,27,8wtiw,0.4
RPP,27,2kjhx,0.4
RPP,27,4ell3,0.5
RPP,27,vsbfd,0.65
RPP,27,259lm,0.49
RPP,27,u0otb,0.8
RPP,27,5m00c,0.65
RPP,27,ll1ba,0.49
RPP,27,m23dw,0.3
RPP,27,bcyg1,0.8
RPP,27,dv2o5,0.58
RPP,27,rdjuu,0.3
RPP,27,v8y30,0.7
RPP,27,c0pk6,0.3
RPP,27,2kjr2,0.5
RPP,27,z7yin,0.2
RPP,27,dm1n8,0.3
RPP,27,5me2m,0.5
RPP,27,85spv,0.81
RPP,27,aw74h,0.88
RPP,27,6kfjw,0.6
RPP,27,ycxp2,0.13
RPP,27,mduhh,0.3
RPP,27,jsjzs,0.6
RPP,27,pv96u,0.53
RPP,27,h24q5,0.63
RPP,27,yu92f,0.5
RPP,27,te3uf,0.6
RPP,27,8c3m2,0.9
RPP,28,v2fob,0.66
RPP,28,5raij,0.29
RPP,28,gdufu,0.31
RPP,28,w0ft5,0.68
RPP,28,zmtwc,0.5
RPP,28,ec9ms,0.05
RPP,28,x2u4i,0.56
RPP,28,b3frv,0
RPP,28,nugpa,0.1
RPP,28,inv0b,0.6
RPP,28,rjxn2,0.19
RPP,28,479fo,0.17
RPP,28,5wvol,0.08
RPP,28,prjb0,0.4
RPP,28,44yzg,0.55
RPP,28,5nbjz,0.2
RPP,28,8wtiw,0.6
RPP,28,2kjhx,0.5
RPP,28,4ell3,0.25
RPP,28,vsbfd,0.65
RPP,28,259lm,0.53
RPP,28,u0otb,0.49
RPP,28,5m00c,0.6
RPP,28,ll1ba,0.6
RPP,28,m23dw,0.32
RPP,28,bcyg1,0.8
RPP,28,dv2o5,0.2
RPP,28,rdjuu,0.15
RPP,28,v8y30,0.7
RPP,28,c0pk6,0.39
RPP,28,2kjr2,0.58
RPP,28,z7yin,0.11
RPP,28,dm1n8,0.1
RPP,28,5me2m,0.7
RPP,28,85spv,0.6
RPP,28,aw74h,0.75
RPP,28,ycxp2,0.67
RPP,28,mduhh,0.15
RPP,28,jsjzs,0.7
RPP,28,pv96u,0.09
RPP,28,h24q5,0.24
RPP,28,yu92f,0.81
RPP,28,te3uf,0.6
RPP,28,8c3m2,0.91
RPP,29,v2fob,0.19
RPP,29,5raij,0.33
RPP,29,gdufu,0.49
RPP,29,w0ft5,0.93
RPP,29,zmtwc,0.2
RPP,29,ec9ms,0.55
RPP,29,x2u4i,0.81
RPP,29,b3frv,0.33
RPP,29,nugpa,0.3
RPP,29,inv0b,0.6
RPP,29,rjxn2,0.3
RPP,29,479fo,0.71
RPP,29,5wvol,0.5
RPP,29,prjb0,0.6
RPP,29,44yzg,0.75
RPP,29,5nbjz,0.2
RPP,29,8wtiw,0.6
RPP,29,2kjhx,0.5
RPP,29,4ell3,0.8
RPP,29,vsbfd,0.7
RPP,29,259lm,0.78
RPP,29,u0otb,0.81
RPP,29,5m00c,0.6
RPP,29,ll1ba,0.3
RPP,29,m23dw,0.91
RPP,29,bcyg1,0.8
RPP,29,dv2o5,0.7
RPP,29,rdjuu,0.16
RPP,29,v8y30,0.65
RPP,29,c0pk6,0.69
RPP,29,2kjr2,0.54
RPP,29,z7yin,0.19
RPP,29,dm1n8,0.1
RPP,29,5me2m,0.5
RPP,29,85spv,0.97
RPP,29,aw74h,0.51
RPP,29,6kfjw,0.5
RPP,29,ycxp2,0.11
RPP,29,mduhh,0.8
RPP,29,jsjzs,0.6
RPP,29,pv96u,0.6
RPP,29,h24q5,0.86
RPP,29,yu92f,0.8
RPP,29,te3uf,0.5
RPP,29,8c3m2,0.74
RPP,30,v2fob,0.55
RPP,30,5raij,0.25
RPP,30,gdufu,0.81
RPP,30,w0ft5,0.47
RPP,30,zmtwc,0.5
RPP,30,ec9ms,0.5
RPP,30,x2u4i,0.7
RPP,30,b3frv,0.46
RPP,30,nugpa,0.7
RPP,30,inv0b,0.65
RPP,30,rjxn2,0.3
RPP,30,479fo,0.26
RPP,30,5wvol,0.09
RPP,30,prjb0,0.75
RPP,30,44yzg,0.65
RPP,30,5nbjz,0.2
RPP,30,8wtiw,0.3
RPP,30,2kjhx,0.71
RPP,30,4ell3,0.91
RPP,30,vsbfd,0.2
RPP,30,259lm,0.65
RPP,30,u0otb,0.82
RPP,30,5m00c,0.5
RPP,30,ll1ba,0.7
RPP,30,m23dw,0.28
RPP,30,bcyg1,0.8
RPP,30,dv2o5,0.39
RPP,30,rdjuu,0.15
RPP,30,v8y30,0.31
RPP,30,c0pk6,0.09
RPP,30,2kjr2,0.49
RPP,30,z7yin,0.16
RPP,30,dm1n8,0.91
RPP,30,5me2m,0.5
RPP,30,85spv,0.71
RPP,30,aw74h,0.36
RPP,30,ycxp2,0.79
RPP,30,mduhh,0.3
RPP,30,jsjzs,0.8
RPP,30,pv96u,0.3
RPP,30,h24q5,0.28
RPP,30,yu92f,0.7
RPP,30,te3uf,0.75
RPP,30,8c3m2,0.89
RPP,31,v2fob,0.3
RPP,31,5raij,0.05
RPP,31,gdufu,0.41
RPP,31,w0ft5,0.12
RPP,31,zmtwc,0.5
RPP,31,ec9ms,0.65
RPP,31,x2u4i,0.65
RPP,31,b3frv,0.08
RPP,31,nugpa,0.2
RPP,31,inv0b,0.69
RPP,31,rjxn2,0.1
RPP,31,479fo,0.09
RPP,31,5wvol,0.51
RPP,31,prjb0,0.8
RPP,31,44yzg,0.55
RPP,31,5nbjz,0.2
RPP,31,8wtiw,0.1
RPP,31,2kjhx,0.4
RPP,31,4ell3,0.61
RPP,31,vsbfd,0.61
RPP,31,259lm,0.79
RPP,31,u0otb,0.77
RPP,31,5m00c,0.65
RPP,31,ll1ba,0.29
RPP,31,m23dw,0.55
RPP,31,bcyg1,0.8
RPP,31,dv2o5,0.48
RPP,31,rdjuu,0.2
RPP,31,v8y30,0.6
RPP,31,c0pk6,0.28
RPP,31,2kjr2,0.59
RPP,31,z7yin,0.31
RPP,31,dm1n8,0.6
RPP,31,5me2m,0.5
RPP,31,85spv,0.82
RPP,31,aw74h,0.5
RPP,31,6kfjw,0.81
RPP,31,ycxp2,0.61
RPP,31,mduhh,0.3
RPP,31,jsjzs,0.85
RPP,31,pv96u,0.35
RPP,31,h24q5,0.75
RPP,31,yu92f,0.7
RPP,31,te3uf,0.5
RPP,31,8c3m2,0.52
RPP,32,v2fob,0.94
RPP,32,5raij,0.84
RPP,32,gdufu,0.79
RPP,32,w0ft5,0.54
RPP,32,zmtwc,0.5
RPP,32,ec9ms,0.76
RPP,32,x2u4i,0.85
RPP,32,b3frv,0.79
RPP,32,nugpa,0.7
RPP,32,inv0b,0.7
RPP,32,rjxn2,0.19
RPP,32,479fo,0.58
RPP,32,5wvol,0.7
RPP,32,prjb0,0.8
RPP,32,44yzg,0.45
RPP,32,5nbjz,0.2
RPP,32,8wtiw,0.3
RPP,32,2kjhx,0.59
RPP,32,4ell3,0.81
RPP,32,vsbfd,0.49
RPP,32,259lm,0.7
RPP,32,u0otb,0.88
RPP,32,5m00c,0.71
RPP,32,ll1ba,0.29
RPP,32,m23dw,0.74
RPP,32,bcyg1,0.8
RPP,32,dv2o5,0.8
RPP,32,rdjuu,0.2
RPP,32,v8y30,0.72
RPP,32,c0pk6,0.81
RPP,32,2kjr2,0.84
RPP,32,z7yin,0.29
RPP,32,dm1n8,0.8
RPP,32,5me2m,0.7
RPP,32,85spv,0.8
RPP,32,aw74h,0.91
RPP,32,6kfjw,0.91
RPP,32,ycxp2,0.24
RPP,32,mduhh,0.3
RPP,32,jsjzs,0.9
RPP,32,pv96u,0.86
RPP,32,h24q5,0.23
RPP,32,yu92f,0.92
RPP,32,te3uf,0.75
RPP,32,8c3m2,0.72
RPP,33,v2fob,0.32
RPP,33,5raij,0.28
RPP,33,gdufu,0.21
RPP,33,w0ft5,0.48
RPP,33,zmtwc,0.5
RPP,33,ec9ms,0.2
RPP,33,x2u4i,0.54
RPP,33,b3frv,0.04
RPP,33,nugpa,0.6
RPP,33,inv0b,0.49
RPP,33,rjxn2,0.15
RPP,33,479fo,0.05
RPP,33,5wvol,0.09
RPP,33,prjb0,0.5
RPP,33,44yzg,0.55
RPP,33,5nbjz,0.2
RPP,33,8wtiw,0.15
RPP,33,2kjhx,0.29
RPP,33,4ell3,0.6
RPP,33,vsbfd,0.1
RPP,33,259lm,0.79
RPP,33,u0otb,0.2
RPP,33,5m00c,0.56
RPP,33,ll1ba,0.17
RPP,33,m23dw,0.09
RPP,33,bcyg1,0.8
RPP,33,dv2o5,0.49
RPP,33,rdjuu,0.25
RPP,33,v8y30,0.3
RPP,33,c0pk6,0.18
RPP,33,2kjr2,0.24
RPP,33,z7yin,0.16
RPP,33,dm1n8,0.2
RPP,33,5me2m,0.6
RPP,33,85spv,0.91
RPP,33,aw74h,0.49
RPP,33,6kfjw,0.5
RPP,33,ycxp2,0.13
RPP,33,mduhh,0.05
RPP,33,jsjzs,0.2
RPP,33,pv96u,0.57
RPP,33,h24q5,0.62
RPP,33,yu92f,0.5
RPP,33,te3uf,0.65
RPP,33,8c3m2,0.2
RPP,34,v2fob,0.49
RPP,34,5raij,0.38
RPP,34,gdufu,0.1
RPP,34,w0ft5,0.93
RPP,34,zmtwc,0.5
RPP,34,ec9ms,0.55
RPP,34,x2u4i,0.75
RPP,34,b3frv,0.36
RPP,34,nugpa,0.7
RPP,34,inv0b,0.5
RPP,34,rjxn2,0.05
RPP,34,479fo,0.15
RPP,34,5wvol,0.4
RPP,34,prjb0,0.5
RPP,34,44yzg,0.6
RPP,34,5nbjz,0.2
RPP,34,8wtiw,0.4
RPP,34,2kjhx,0.49
RPP,34,4ell3,0.6
RPP,34,vsbfd,0.19
RPP,34,259lm,0.52
RPP,34,u0otb,0.75
RPP,34,5m00c,0.66
RPP,34,ll1ba,0.5
RPP,34,m23dw,0.78
RPP,34,bcyg1,0.8
RPP,34,dv2o5,0.62
RPP,34,rdjuu,0.5
RPP,34,v8y30,0.67
RPP,34,c0pk6,0.5
RPP,34,2kjr2,0.5
RPP,34,z7yin,0.09
RPP,34,dm1n8,0.81
RPP,34,5me2m,0.6
RPP,34,85spv,0.6
RPP,34,aw74h,0.71
RPP,34,6kfjw,0.62
RPP,34,ycxp2,0.9
RPP,34,mduhh,0.05
RPP,34,jsjzs,0.6
RPP,34,pv96u,0.56
RPP,34,h24q5,0.72
RPP,34,yu92f,0.8
RPP,34,te3uf,0.5
RPP,34,8c3m2,0.27
RPP,35,v2fob,0.62
RPP,35,5raij,0.32
RPP,35,gdufu,0.2
RPP,35,w0ft5,0.53
RPP,35,zmtwc,0.5
RPP,35,ec9ms,0.7
RPP,35,x2u4i,0.76
RPP,35,b3frv,0.61
RPP,35,nugpa,0.71
RPP,35,inv0b,0.81
RPP,35,rjxn2,0.2
RPP,35,479fo,0.22
RPP,35,5wvol,0.5
RPP,35,prjb0,0.7
RPP,35,44yzg,0.6
RPP,35,5nbjz,0.2
RPP,35,8wtiw,0.29
RPP,35,2kjhx,0.5
RPP,35,4ell3,0.5
RPP,35,vsbfd,0.61
RPP,35,259lm,0.82
RPP,35,u0otb,0.2
RPP,35,5m00c,0.41
RPP,35,ll1ba,0.79
RPP,35,m23dw,0.67
RPP,35,bcyg1,0.8
RPP,35,dv2o5,0.7
RPP,35,rdjuu,0.31
RPP,35,v8y30,0.6
RPP,35,c0pk6,0.49
RPP,35,2kjr2,0.5
RPP,35,z7yin,0.1
RPP,35,dm1n8,0.8
RPP,35,5me2m,0.7
RPP,35,85spv,0.8
RPP,35,6kfjw,0.8
RPP,35,ycxp2,0.81
RPP,35,mduhh,0.15
RPP,35,jsjzs,0.7
RPP,35,pv96u,0.81
RPP,35,h24q5,0.66
RPP,35,yu92f,0.59
RPP,35,te3uf,0.7
RPP,35,8c3m2,0.7
RPP,36,v2fob,0.31
RPP,36,5raij,0.2
RPP,36,gdufu,0.28
RPP,36,w0ft5,0.22
RPP,36,zmtwc,0.5
RPP,36,ec9ms,0.1
RPP,36,x2u4i,0.73
RPP,36,b3frv,0.53
RPP,36,nugpa,0.1
RPP,36,inv0b,0.6
RPP,36,rjxn2,0.14
RPP,36,479fo,0.1
RPP,36,5wvol,0.67
RPP,36,prjb0,0.65
RPP,36,44yzg,0.6
RPP,36,5nbjz,0.1
RPP,36,8wtiw,0.3
RPP,36,2kjhx,0.49
RPP,36,4ell3,0.51
RPP,36,vsbfd,0.7
RPP,36,259lm,0.77
RPP,36,u0otb,0.17
RPP,36,5m00c,0.61
RPP,36,ll1ba,0.19
RPP,36,m23dw,0.38
RPP,36,dv2o5,0.52
RPP,36,rdjuu,0.29
RPP,36,v8y30,0.29
RPP,36,c0pk6,0.8
RPP,36,2kjr2,0.5
RPP,36,z7yin,0.15
RPP,36,dm1n8,0.91
RPP,36,5me2m,0.5
RPP,36,85spv,0.7
RPP,36,aw74h,0.4
RPP,36,6kfjw,0.82
RPP,36,ycxp2,0.69
RPP,36,mduhh,0.5
RPP,36,jsjzs,0.6
RPP,36,pv96u,0.3
RPP,36,h24q5,0.77
RPP,36,yu92f,0.8
RPP,36,te3uf,0.5
RPP,36,8c3m2,0.4
RPP,37,v2fob,0.22
RPP,37,5raij,0.74
RPP,37,gdufu,0.5
RPP,37,w0ft5,0.76
RPP,37,zmtwc,0.5
RPP,37,ec9ms,0.4
RPP,37,x2u4i,0.58
RPP,37,b3frv,0.58
RPP,37,nugpa,0.7
RPP,37,inv0b,0.7
RPP,37,rjxn2,0.2
RPP,37,479fo,0.15
RPP,37,5wvol,0.59
RPP,37,prjb0,0.7
RPP,37,44yzg,0.6
RPP,37,5nbjz,0.1
RPP,37,8wtiw,0.19
RPP,37,2kjhx,0.6
RPP,37,4ell3,0.51
RPP,37,vsbfd,0.83
RPP,37,259lm,0.61
RPP,37,u0otb,0.7
RPP,37,5m00c,0.65
RPP,37,ll1ba,0.8
RPP,37,m23dw,0.66
RPP,37,bcyg1,0.8
RPP,37,dv2o5,0.59
RPP,37,rdjuu,0.5
RPP,37,v8y30,0.61
RPP,37,c0pk6,0.51
RPP,37,2kjr2,0.5
RPP,37,z7yin,0.31
RPP,37,dm1n8,0.71
RPP,37,5me2m,0.5
RPP,37,85spv,0.92
RPP,37,aw74h,0.5
RPP,37,6kfjw,0.71
RPP,37,ycxp2,0.89
RPP,37,mduhh,0.05
RPP,37,jsjzs,0.8
RPP,37,pv96u,0.56
RPP,37,h24q5,0.59
RPP,37,yu92f,0.59
RPP,37,te3uf,0.95
RPP,37,8c3m2,0.69
RPP,38,v2fob,0.72
RPP,38,5raij,0.85
RPP,38,gdufu,0.5
RPP,38,w0ft5,0.77
RPP,38,zmtwc,0.8
RPP,38,ec9ms,0.75
RPP,38,x2u4i,0.8
RPP,38,b3frv,0.34
RPP,38,inv0b,0.9
RPP,38,rjxn2,0.45
RPP,38,479fo,0.28
RPP,38,5wvol,1
RPP,38,prjb0,0.85
RPP,38,44yzg,0.29
RPP,38,5nbjz,0.3
RPP,38,8wtiw,0.3
RPP,38,2kjhx,0.49
RPP,38,4ell3,0.51
RPP,38,vsbfd,0.91
RPP,38,259lm,0.49
RPP,38,u0otb,0.85
RPP,38,5m00c,0.71
RPP,38,ll1ba,0.8
RPP,38,m23dw,0.81
RPP,38,bcyg1,0.8
RPP,38,dv2o5,0.7
RPP,38,rdjuu,0.6
RPP,38,v8y30,0.7
RPP,38,c0pk6,0.81
RPP,38,2kjr2,0.66
RPP,38,z7yin,0.71
RPP,38,dm1n8,0.9
RPP,38,5me2m,0.6
RPP,38,85spv,0.92
RPP,38,aw74h,0.26
RPP,38,6kfjw,0.9
RPP,38,ycxp2,0.8
RPP,38,mduhh,0.9
RPP,38,jsjzs,0.65
RPP,38,pv96u,0.62
RPP,38,h24q5,0.81
RPP,38,yu92f,0.7
RPP,38,te3uf,0.7
RPP,38,8c3m2,0.98
RPP,39,v2fob,0.31
RPP,39,5raij,0.27
RPP,39,gdufu,0.21
RPP,39,w0ft5,0.88
RPP,39,zmtwc,0.5
RPP,39,ec9ms,0.71
RPP,39,x2u4i,0.71
RPP,39,b3frv,0.05
RPP,39,nugpa,0.4
RPP,39,inv0b,0.81
RPP,39,rjxn2,0.15
RPP,39,479fo,0.37
RPP,39,5wvol,0.5
RPP,39,prjb0,0.49
RPP,39,44yzg,0.3
RPP,39,5nbjz,0.2
RPP,39,8wtiw,0.81
RPP,39,2kjhx,0.39
RPP,39,4ell3,0.5
RPP,39,vsbfd,0.8
RPP,39,259lm,0.74
RPP,39,u0otb,0.09
RPP,39,5m00c,0.63
RPP,39,ll1ba,0.3
RPP,39,m23dw,0.59
RPP,39,bcyg1,0.8
RPP,39,dv2o5,0.62
RPP,39,rdjuu,0.5
RPP,39,v8y30,0.29
RPP,39,c0pk6,0.8
RPP,39,2kjr2,0.5
RPP,39,z7yin,0.53
RPP,39,dm1n8,0.6
RPP,39,5me2m,0.5
RPP,39,85spv,0.81
RPP,39,aw74h,0.2
RPP,39,6kfjw,0.91
RPP,39,ycxp2,0.79
RPP,39,mduhh,0.5
RPP,39,jsjzs,0.8
RPP,39,pv96u,0.53
RPP,39,h24q5,0.61
RPP,39,yu92f,0.8
RPP,39,te3uf,0.75
RPP,39,8c3m2,0.82
RPP,40,v2fob,0.53
RPP,40,5raij,0.51
RPP,40,gdufu,0.51
RPP,40,w0ft5,0.37
RPP,40,zmtwc,0.5
RPP,40,ec9ms,0.65
RPP,40,x2u4i,0.71
RPP,40,b3frv,0.38
RPP,40,nugpa,0.7
RPP,40,inv0b,0.67
RPP,40,rjxn2,0.09
RPP,40,479fo,0.16
RPP,40,5wvol,0.27
RPP,40,prjb0,0.6
RPP,40,44yzg,0.5
RPP,40,5nbjz,0.2
RPP,40,8wtiw,0.2
RPP,40,2kjhx,0.49
RPP,40,4ell3,0.8
RPP,40,vsbfd,0.49
RPP,40,259lm,0.81
RPP,40,u0otb,0.5
RPP,40,5m00c,0.5
RPP,40,ll1ba,0.71
RPP,40,m23dw,0.23
RPP,40,bcyg1,0.8
RPP,40,dv2o5,0.52
RPP,40,rdjuu,0.39
RPP,40,v8y30,0.49
RPP,40,c0pk6,0.21
RPP,40,2kjr2,0.5
RPP,40,z7yin,0.06
RPP,40,dm1n8,0.3
RPP,40,5me2m,0.7
RPP,40,85spv,0.91
RPP,40,aw74h,0.5
RPP,40,6kfjw,0.6
RPP,40,ycxp2,0.58
RPP,40,mduhh,0.4
RPP,40,jsjzs,0.6
RPP,40,pv96u,0.53
RPP,40,h24q5,0.62
RPP,40,yu92f,0.5
